index,critical_temp
0,42.41850767701317
1,26.330439157718818
2,68.92264679211999
3,63.342953346451054
4,66.86162552391968
5,73.81073435308667
6,66.72812199575034
7,52.801387103709146
8,57.067349318650955
9,74.02569046164248
10,23.463224460573862
11,20.678309552573836
12,66.66256255437119
13,66.44181903515121
14,68.96706314017948
15,68.96706314017948
16,68.96706314017948
17,68.96706314017948
18,75.3718425818812
19,50.776463831206456
20,48.15950287610823
21,64.53187541665358
22,18.368770922566455
23,70.4651026483825
24,69.29081965712786
25,71.06340248360155
26,23.463224460573862
27,66.41167596414977
28,83.45325175885995
29,83.86821882612028
30,28.112166423396438
31,94.46251581585639
32,97.6291328909598
33,80.10068594610243
34,94.14535343915799
35,69.39039907133173
36,66.51760876795538
37,66.68208024794197
38,70.71868976846554
39,64.86406920198337
40,73.12326201711514
41,72.56828597413573
42,22.804694247699782
43,83.84782939541552
44,68.96706314017948
45,83.84782939541552
46,52.45553882421697
47,69.75017677473576
48,69.68051837738795
49,75.67333670822279
50,75.56210218934751
51,72.0720957745389
52,66.54334723422812
53,63.375946146174755
54,66.44181903515121
55,81.79468617661485
56,81.7271761146427
57,81.07813333407259
58,40.690236959182066
59,42.1624859113273
60,69.143591629165
61,80.10068594610243
62,69.12738952714014
63,71.71173971217087
64,74.00128523626563
65,69.20414832133721
66,71.63995616771444
67,67.14928373638827
68,71.00366532685604
69,80.10068594610243
70,81.80247608280476
71,64.35331201285638
72,73.70410597221183
73,65.87137394470435
74,23.463224460573862
75,79.00501636545931
76,36.19379369537918
77,34.25356608535495
78,69.06289073064391
79,66.42668327732656
80,67.5028236714266
81,67.16018800640182
82,61.177800602996065
83,22.599354426182945
84,63.38953439661915
85,26.6682022977899
86,69.29081965712786
87,54.0855760769337
88,69.85312161523811
89,69.8707312997669
90,70.53650550982434
91,70.56054419520899
92,69.0592028284947
93,81.05052508794859
94,74.45246735066024
95,75.34750399100625
96,53.29162259787987
97,21.641004057350997
98,64.2394873938197
99,60.78829333877022
100,58.017592478283426
101,66.34237194071704
102,66.21021483956531
103,82.53107790428783
104,79.8553705985315
105,82.95836074960056
106,77.22161097381647
107,79.5801692558143
108,61.651485952780675
109,71.7429988918827
110,71.36765730003216
111,71.1260835235363
112,70.64197080987313
113,59.16025184405856
114,65.77641815041542
115,65.03188735890018
116,65.77641815041542
117,72.57695131755324
118,61.38489738032134
119,60.16782807066344
120,70.69957304496984
121,70.56544513109128
122,70.376130309308
123,62.95476467851308
124,59.74975014386939
125,68.96706314017948
126,62.25651031910563
127,68.36021272806659
128,97.6291328909598
129,25.98811007199375
130,66.05331781727915
131,73.70410597221183
132,76.32667257078958
133,85.85989885820504
134,80.81834124041066
135,66.20384811502612
136,79.39829742503787
137,41.20181527277027
138,66.54334723422812
139,63.375946146174755
140,69.32388479222138
141,69.74818295000586
142,18.866115370782463
143,19.58882244485522
144,69.143591629165
145,66.41167596414977
146,62.54373616479208
147,62.18378980429756
148,75.1945652417987
149,61.325956263419386
150,82.29282209889581
151,78.03431860672984
152,76.52999270991097
153,74.39036793532082
154,71.61614872025422
155,68.96706314017948
156,64.45494358630745
157,63.04098367596244
158,60.32479223565325
159,63.94427259146405
160,64.78044833447271
161,73.70410597221183
162,71.37301852074964
163,43.34055072777079
164,42.541015913928696
165,57.37922536479646
166,53.40799879472537
167,64.61615071839404
168,65.42420469732738
169,66.05331781727915
170,48.238045172640255
171,59.194996822566026
172,46.492604984079264
173,27.727034233926965
174,33.893722609342156
175,28.236352415290348
176,33.758099260916325
177,36.28949420754821
178,69.45742948079524
179,26.20845384421376
180,72.57303186764557
181,29.606841413439746
182,20.268059249197215
183,23.029490241651402
184,63.34440515664538
185,63.51496864847477
186,63.01146410177156
187,63.513364526432596
188,66.02482950766117
189,65.57351317326734
190,67.31652144378282
191,25.12800677155714
192,63.48871675305919
193,68.96706314017948
194,94.38078491691604
195,83.93447508178463
196,95.02608712959443
197,95.15749283575369
198,69.800498599126
199,69.73081232973078
200,64.09524052540482
201,74.38583811649539
202,76.49398047157092
203,71.30508555962803
204,61.1741777570407
205,75.87789659524856
206,58.087220489954824
207,66.05331781727915
208,70.376130309308
209,81.05052508794859
210,70.89416273513521
211,67.09501758446928
212,66.28284355572109
213,69.12738952714014
214,66.54456917923301
215,63.89553250472854
216,65.44418304035139
217,59.202197567191334
218,66.05331781727915
219,23.70461376849173
220,69.45742948079524
221,26.20845384421376
222,23.463224460573862
223,66.50184909030449
224,66.47355780946987
225,56.07099505220048
226,68.96706314017948
227,66.38230991215823
228,95.2082205010347
229,59.47587409869276
230,25.067298832576512
231,62.56427402205315
232,63.34494312352102
233,65.13072845519389
234,65.90861094859943
235,66.08217625528223
236,52.235735483699976
237,53.04820271996491
238,54.57790524251066
239,57.877976951121134
240,59.6258009225467
241,63.65314289537188
242,64.1845955185935
243,64.68419689389047
244,66.75377879597332
245,77.99255232111679
246,79.33124919496191
247,78.65307588617549
248,61.501168965913145
249,61.869293733849766
250,66.52971749787542
251,66.67956402477569
252,70.41211665942905
253,70.53650550982434
254,64.14191089546105
255,75.89592541171294
256,75.89592541171294
257,58.95684875805686
258,65.23657255247787
259,24.645380702203287
260,80.8436310247915
261,75.7297113097631
262,60.16381088233536
263,60.29229029033609
264,56.654253015221634
265,52.9554943880778
266,70.56054419520899
267,80.49783286581788
268,56.71025216483908
269,80.10068594610243
270,62.25651031910563
271,70.63046312143166
272,95.02608712959443
273,81.19540768315468
274,81.27389787447206
275,81.35275127683909
276,81.46603472481283
277,82.20930252506241
278,32.83448875256725
279,43.853891201929706
280,-8.489229343949033
281,-8.527345972038713
282,24.645380702203287
283,-8.525861973998586
284,63.15072157612035
285,62.25651031910563
286,68.7464053407922
287,24.6706393529207
288,64.66060987183532
289,81.10614571203206
290,81.10614571203206
291,63.97065437014599
292,70.53650550982434
293,28.019407443685054
294,25.080148704839146
295,95.02608712959443
296,66.5359255151144
297,27.280470136457723
298,52.549970412357915
299,32.01732976300329
300,26.20845384421376
301,23.463224460573862
302,72.0720957745389
303,77.63024354076953
304,77.33127955639688
305,60.95946405725315
306,63.90732417943855
307,64.50300054705659
308,67.08231832183543
309,63.90732417943855
310,66.30823428103005
311,55.592729400747025
312,18.42465645542757
313,10.110779175854507
314,76.15944513789478
315,73.70410597221183
316,30.779336684390657
317,59.67962249324567
318,59.09756700619029
319,57.332891353023555
320,73.70410597221183
321,57.211050090680146
322,64.46105738192284
323,61.547075511650746
324,63.48871675305919
325,64.8346861727616
326,62.89872103778483
327,26.368814995776827
328,28.108172879941232
329,21.641004057350997
330,80.10068594610243
331,34.58592696695992
332,23.463224460573862
333,20.40577138200493
334,20.47902367920972
335,19.026922556239327
336,19.225575157427752
337,19.36622425545595
338,20.25648446793063
339,20.228096623327392
340,21.569434243777028
341,18.19752005629213
342,18.368770922566455
343,25.301222238964947
344,66.30823428103005
345,63.74761196654095
346,76.18938431974371
347,62.67263430398485
348,83.34098562731967
349,66.91008912557177
350,66.78353595631216
351,66.5188845766497
352,69.74818295000586
353,69.44062321991262
354,80.10068594610243
355,65.16627681697102
356,61.48634515047706
357,62.39851369564088
358,46.031326804716485
359,58.033808725807525
360,58.85714293467995
361,68.96706314017948
362,75.79282257699006
363,74.17723869351602
364,72.9950562141401
365,38.08862115941745
366,33.87221826188683
367,38.10792639217479
368,58.968535082058246
369,55.31658863129141
370,68.96706314017948
371,39.23841389635366
372,42.15879835225171
373,59.38381466479343
374,34.041709544007624
375,33.34279828212425
376,33.20209465003771
377,33.191722597442826
378,60.49061012087238
379,56.08756590915228
380,64.93707318760119
381,64.83366313631512
382,55.190535855612616
383,60.27837335433119
384,69.89478771474268
385,73.14989924820125
386,21.32562355549897
387,22.507790960229105
388,22.8627696081063
389,20.82472836712668
390,64.14191089546105
391,22.407001846326793
392,24.082493893076453
393,73.19683653244272
394,27.727034233926965
395,66.05331781727915
396,84.08352850350059
397,79.52508276582111
398,42.81612556822065
399,69.01019396825029
400,61.87652158491604
401,66.04374400906445
402,63.699733430424075
403,48.88101533291706
404,23.51271081472439
405,69.62729627795201
406,83.85184344784281
407,24.928848185037452
408,15.478422909058347
409,83.88603706997009
410,36.22940473688481
411,72.25683085473062
412,70.40805414532659
413,72.60231147710127
414,69.0950783567751
415,64.74345151749695
416,63.48871675305919
417,55.33987803818369
418,56.91713916479116
419,60.00162155936602
420,56.79468114820238
421,84.11629072478493
422,83.9897227293919
423,80.0038964063155
424,65.91537076204872
425,66.60112928868034
426,73.70410597221183
427,44.66133827901904
428,50.336016479540014
429,79.75676521206759
430,59.6409175095751
431,64.14191089546105
432,64.14191089546105
433,64.11824256711475
434,66.67150017661965
435,20.861061005603716
436,59.544108952236094
437,34.98797700906405
438,66.00944611470274
439,67.19176080208356
440,68.2386766674015
